comments_count,attitudes_count,reposts_count,region_name,screen_name,topic_struct,content
21,29,4,广东,平壤时间,0,吃豹子胆了！不知好歹！ 【韩政府：若朝鲜持续无谓挑衅将采取一切措施反制】 韩联社首尔5月31日电 韩国统一部31日发布政府立场文件对朝警告称，若朝方继续发起挑衅，韩方将决不会坐视不管，采取朝方承受不起的一切措施。 对于朝鲜近期向韩空飘“垃圾气球”、发起电波干扰、发射弹道导弹等挑衅行为，
714,8588,95,北京,歌手龙梅子,十个勤天,你拍一 我拍一 我们一起过六一十个勤天种地吧
6,57,51,,电商行业,0,马云：学校里教的是知道，创业需要的是智慧，智慧是通过体验获得的。
118,4136,39,云南,金金学姐,情感,“这可能是男生最无奈的时刻吧，在最无能为力的年纪，却遇到最想保护一生的人” 情感
6389,15841,5962,广东,三九胃泰家族,种地吧第二届麦田音乐会,禾伙人的需求，三九胃泰已收到。感谢禾伙人的一路相伴，这次我们“胃”你守护。种地吧第二届麦田音乐会 没票的家禾们看过来！我们拿到了一张麦田音乐会门票啦！ 家禾们转发评论这条博文，用“治痛还养胃”为关键词，创作一条三九胃泰牌养胃舒广告语，我们将会在6月2号中午1200手动抽取其中一位最有
267,7969,697,四川,包容万物恒河水,0,看到同样是甘肃选调生的一位网友写的驻村日记。 网友转发比较多的是图12，但图34我的感触更大： 2月20日，她对村里这个炉子还一窍不通，2月26日已经美滋滋享受上“三泡台”（甘肃本地人都懂）了可爱。 我想起，1930年进入全面低潮的时候，别人只看到悲观，但教员同志对未来的
25,948,947,上海,老高电商圈子,0,马斯克的阅读方法太好用了！建议11模仿
0,321,0,广东,广东牛散三哥,0,202462晚间上市公司重大事项公告【二】： 一、重大事项公告： 1、富春股份：全资子公司与Gravity签署《技术支持协议》 2、陕西能源：控股子公司麟北煤业目前已按照批复恢复正常生产 3、顺丰控股：发行境外上市外资股（H股）获得中国证监会备案 4、九安医疗：iHealth三联检产品和新冠检测产品获得美国
2468,35177,167,北京,AMI童宇,0,高尔夫社击February灌饼大师
1465,23419,3552,,总台环球资讯,加沙孩子的六一儿童节,【加沙孩子的六一儿童节】据巴勒斯坦卫生部门消息，加沙超14000名儿童已丧生。有孩子没有奶喝，营养不良住院；有孩子在海边被以军炮弹击中，无法去外部就医……六一儿童节，加沙儿童得到的却不是节日礼物，而是不知何时就会来的轰炸……愿战争停止！
240,438,199,山西,电影经理人,电影谈判专家,我的评分：星星星星星星星星星星 电影谈判专家谈判专家深圳路演《谈判专家》也拍的太好看了吧，肉眼可见刘青云和吴镇宇这次演的也过瘾，两位的飙戏太精彩了。刘青云和吴镇宇都扮演谈判专家，但是两个人的谈判风格显然很不一样。 刘青云饰演谈判专家卓文伟，被人诬
0,101,0,广东,深圳老牛散,0,阿里云掀起AI降价风暴：技术领先与市场策略的双重胜利 阿里云近期宣布的大幅降价，不仅在AI领域掀起了波澜，更让人们对其背后的技术实力与市场策略刮目相看。此次降价并非简单跟随潮流，而是阿里云在技术与市场布局上深思熟虑的结果。 降价背后，凸显了阿里云在AI领域的深厚积累。通过技术革新和规模化
79,1942,174,新加坡,边伯贤FearlessBaek,边伯贤亚洲巡演,边伯贤亚洲巡演 边伯贤超话 baekhyunee7 边伯贤 bbh bbx 240531【LYUWEN0506Its5o6】仁川机场 高清6P 酷盖
128,8745,19,广东,元宝团子好杮朵朵,张若昀 ,两个人都因为自己爱的人陷入两难的境地，饭碗真的太难了 张若昀 李沁
85,377,7,上海,晴雨风曰,0,记录者超话 员工离职后回公司，遇到这种员工老板真倒霉，这样做到底对不对？
2,313,2,广东,原来是雪莉吖,0,为他们颁发一枚万斤重的“跌停满勤奖”奖牌 恭喜并祝贺他们又开创了A股新历史新纪录 五月份二十个交易日，他们跌二十个一字板 六月份十九个交易日，有几家“跌停满勤奖”
0,101,0,广东,月半琪琪说,0,伊朗前总统内贾德：登记参选伊朗新总统！ 内贾德可能是国内最熟悉的伊朗总统之一，属于伊朗的硬派人物，常常会发表一些抨击美国的言论。 这一次内贾德又重新参选总统，不知道是否能如他的愿，各位是怎么看的呢？欢迎评论留言。
196,5121,1891,四川,人间奇趣记录仪,原住民分享玩具给新同伴玩,原住民分享玩具给新同伴玩 主人在雨天收养了这只狗狗，没想到原住民主动将玩具分享给它，似乎还教它怎么玩抱一抱 镜头下的笑容
4836,46057,174674,,新华社,专访我的阿勒泰剧组,专访我的阿勒泰剧组【剧里剧外的阿勒泰什么样心】电视剧《我的阿勒泰》持续火爆，每一帧画面如同童话，让观众走进了新疆牧场的“治愈系”风光和“从前慢”生活。新华社记者专访了导演滕丛丛丛丛滕 、演员于适Yosh 阿丽玛_alima ，戳视频听他们畅谈拍摄过程中的有趣故事吧！鼓掌
67,2013,324,上海,HoodLife,0,一些在电影中会给你带来心理创伤的镜头：
2681,10848,2778,北京,福多多剧有福,李昀锐面部平整度,李昀锐面部平整度 小林你就是古希腊掌管面部平整度的神！ 每次看到小林都是状态极佳，皮肤很白又很紧致，皮贴骨就显得人很精神，面部平整度高，但是鼻子拔地而起，骨相超级流畅！小脸宽肩，可又不会觉得过分双开门，虽然健身打篮球，但是肌肉不是很大块，显得人很轻盈，给人秀气精致的感觉 就
1471,43588,302,山东,双门一棵小趴菜,那英快哭了,那英快哭了抱抱那英抱抱没事的咱争取越战越勇！
0,301,1,广东,游资打板一哥,0,一，周期节点：正丹跌一结束开启反弹。英力，众智，杨帆作为正丹的补涨属性，大概率到头。随之而来的是伴随正丹反弹及跌二的补涨，依旧是300趋势，但高度会比英力这一波低。可转债依旧是套利方向，但热度会逐步消退。 二，题材端：（一）商业航天。已经运行第三天。周三因消息刺激，板块高开，但当日热
42,513,14,江西,比空白更空白的洁白,大学生 ,世界和平的声音一定会响遍世间的每个角落 大学生 巴勒斯坦 世界和平
4,91,4,北京,阿联酋驻华大使馆,欢迎阿联酋总统穆罕默德访华,阿联酋总统谢赫穆罕默德·本·扎耶德·阿勒纳哈扬殿下在来华访问期间会见了在中国大学和研究机构就读的阿联酋留学生。欢迎阿联酋总统穆罕默德访华
327,1116,134,,优酷电影,谭松韵0531生日快乐,今日荐片《再见，李可乐》 谭松韵0531生日快乐 她说：“以前，我想成为别人眼中最好的自己，现在我就只想成为我自己心目中最好的自己。”日日常新，岁岁悦己，祝演员谭松韵seven 生日快乐期待未来与更多作品相遇给你小心心看电影上优酷谭松韵超话
12451,68228,22480,山东,乃万N1NEONE,0,《第一次参加哈人婚宴repo》 首先八八夏晴新婚快乐 好甜的一对鼓掌 然后 1从到的第一天就隔三差五见到八百年没见的老朋友直接开心爆炸 18年why we rap几乎全到了 还有很多最近录新说唱认识的新朋友 我恍惚了 感觉在拍番外 笑死 很热闹 2婚礼超绝酒店 当地有名的历史遗留建筑 我到了以后办入
4480,30020,7532,北京,张艺兴工作室,一张月报,一张月报 一键解压，一条微博，超多满足！夏天的风会驱散炎热，也会带来𝟱月份的帅气Boss张艺兴 小风车儿童节小礼物请查收自由的方向右转，抛开烦恼再左转，向着大航海的方向前进，6月多多见面开学季
2,8,6,,铁骥视频,越来越多的孩子不认识钱了,【“钱不就在手机里吗？ ”越来越多的孩子不认识钱了 】5月28日，武汉市第一初级中学学苑校区小学部，一年级数学老师马欣怡正在上《认识人民币》一课。她请同学们说说用人民币凑出“3元6角”的组合方式。有学生回答：“先给一张3元，再给一张6角。”全班40名学生，大部分见过100元、50元纸币，一半学
4,190,8,广东,孤傲的狂生,0,阿根廷总统 Milei 将在几周后前往基辅谈大项目。 泽连斯基透露，他和阿根廷总统哈维尔·米莱已同意创建一个乌克兰阿根廷联合项目，为两国军队联合生产武器。
1536,9599,3082,,人民日报,给长大了还想过六一的你,【给长大了还想过六一的你：没关系啊小风车】长大了还想过六一OK吗？原来面对这些“大朋友”的困惑，最好的答案是“没关系啊”。没事儿了，嘻嘻哈哈；有事儿了，敢于担当。这个儿童节，告诉长大了又仿佛没长大的自己：你很好，“没关系啊”！六一儿童节
929,4913,2561,湖南,劲仔,种地吧,种地吧超话 滴！学生卡！校园门禁系统已检测到 种地吧鹭卓 的学生身份鲜花请少年速回后陡门58班参加重返校园 主“鳀”班会打call 举手6月7日2000锁定劲仔深海鳀鱼甄选直播间，一起“鳀”起“劲”头云开课。种地吧 十个勤天
4,4,1,,梨视频,牛肉价格大跌,【牛肉价格大跌】近期，牛肉价格“大跳水”“牛肉降到猪肉价”的说法不绝于耳。 6月2日，中国证券报记者多方采访了解到，目前牛肉价格确实在大幅回落，主要原因是天气炎热，吃牛羊肉的人少了，需求不足引发价格下跌。目前，北京地区牛腱子肉零售价普遍在35元斤上下，价格相比猪肉还是高了一倍左右。
1199,2387,9849,,白鹿视频,谁允许你这么凑单的,谁允许你这么凑单的5月31日，天猫618第二波热卖开启，洁丽雅直播间凑单直接送，更有不少品牌组成凑单联盟，手把手教网友如何极限凑满减。有网友发现，根据攻略极限凑单后，单条毛巾极限凑单后低至5元、买满全套化妆品花费不到百元、单片面膜低至25元，卫生巾不到4毛一片，消费者靠凑单这项神奇的技
657,2612,1054,河南,大脑切片,谈判专家把九龙男团谈来了,我的评分：星星星星星星星星星星 谈判专家把九龙男团谈来了 好久没看过这么精彩的电影了！前几天刷到《谈判专家》这部电影花絮，里面的主演都是赫赫有名的香港老牌演员，刘德华、刘青云、吴镇宇，一整个期待值拉满！ 今天终于看了点映，一开头就被刘德华演的父亲感
15931,309681,3294,北京,娱理,片方报奖白玉兰不会按番位选,片方报奖白玉兰不会按番位选王阳符合白玉兰男主角提名标准 白玉兰的评选章程中，提到如确有多男主角或多女主角并存的情况，则填报人数最多各2人，且皆须在剧中占较重篇幅。王家卫作品《繁花》的申报证明，一部剧可以存在多位“主角”。也说明，白玉兰官方认定的“主角”标准并不等同于粉丝心中的“
0,324,0,广东,广东牛散三哥,0,5月31日，大盘成交额7149亿元，市场依旧处于缩量，涨跌家数32661826。 AI手机和AI PC利好不断，早盘走强，光大同创3天2板。 航天晨光晋级4连板，成为市场最高标。带动商业航天板块异动，合计贡献7家涨停。 电力板块高位调整，后排拉升，仅有2家首板。机器人也贡献2家首板。 5月正式结束，5穷6会绝
6409,152011,656,日本,Real皮皮王,白玉兰视帝争议,这几天关于王一博、王阳的白玉兰最佳男主入围话题争议，生动说明了一个现象：自己的失败固然难受，但同事的成功更让人破防。允悲允悲 白玉兰视帝争议
1,527,0,广东,爱抓板的悦儿,0,周末都在骂量化，在减量博弈行情中，a股最终定价权落到了量化的手上！但量化不讲武德，把大家搞的怨声载道。限制量化的声音又多了起来，希望能引起监管部门的重视吧。 去年8月也集体声讨量化，最后的结果就是限制高频量化而告终，但今年10月份才开始生效。现在10月份还没到呢，该怎么进一步限制，这也
5556,129937,587,北京,微博综艺,何洁生气,何洁生气乘风2024饭搭子 在乘风2024四公训练室分组练歌时，何洁 尚雯婕 因分词合唱产生意见分歧：何洁想与尚雯婕合唱，但尚雯婕觉得郭碧婷 声音更轻更合适，“你怎么觉得我轻不下来？”萨顶顶 见状连忙开始调解随后何洁背起包离开了房间。
681,13644,48,浙江,刘博不画饼,种地吧,大路越走越宽阔种地吧
5,53,9,江苏,大弟子Leo,0,特朗普入驻TikTok，一天时间目前已经75万粉丝
